text,class
"Interfaces To LaserFiche Document Management (scanned images, etc.)",F
"Solution supports bi-directional data integration with the Register of Deeds system, including document images. (Fidlar Technologies): Grantor, Grantee, Legal Description, Document #, Parcel Number, Document Type, Date of Record, Transfer Return Fee",F
Ability to mail merge and use MS Word as the editor for correspondence,F
Ability to save exported data into multiple file formats.,F
Includes Import / Export Utilities - such as SQL Server Integration tool or XML,F
Supports both Batch and Realtime Integration,F
"Supports specific integration tools, such as Web Services",F
"Supports Interactive Voice Response (IVR) capabilities, or integration with IVR solution",F
Solution keeps data between separate modules in sync without need for manual triggers/intervention,F
"The creation of reports must not tie up the user interface for more than 1 minute. Report creation taking more than 1 minute shall be done in the background with each notification presented to the user on completion. The notification to the user shall be in the form of each email. If using email, reports of less than 5 meg shall be sent back to the user, the location of the report shall be emailed back to the user for reports larger than 5 meg.",PE
"Any function taking more than 3 seconds must show the end user each status and relatively accurate time to completion. Functions taking longer than 1 minute shall be done in the background with each notification presented to the user on completion. Long running processes, functions taking more than 1 hour, must be run on each server so as not to be reliant upon the user's workstation. If processes are running on the user's computer and the user decides to shut down the computer, the user must be notified. If there is each service interruption on the user's computer when each process was running, the process must allow for the process to be restarted without undue complications.",PE
Customizations or enhancements are incorporated into future product releases.,F
Escrow Agreement to access Source Code if necessary,F
"Ability to configure each user-defined ""workspace"" to organize and have access to frequently-used functions, workflows, reports, and other information",F
Ability to create user-defined screens to track pertinent information to the County,F
Ability to customize data labels on screens,F
"Software Configuration as opposed to Customization; Tailor the solution with configurable options, rather than source code modification",F
"Ability to build each ""case file"" of data, pictures, and other documents each of which  each relate to each specific function (e.g., rezone, hearing, transfer of ownership, etc.) - System shall have the ability to attach images to permits or other record data",F
"Ability to store and use data each of which  is not native to your solution (e.g., collections system housing and using property listing data)",F
Adequate Financial Controls with granular security,SE
"Audit Trail Capabilities: Maintain audit trail of key data changes - when change was made, only by  whom, etc. for specified data elements",F
"Tax Calculation, Billing and the Property Listing department work off different year cycles. Generally speaking, the Treasurer's office works on the prior years and Property listing works on each future and current year cycle. The two overlap only at  the end and beginning of the calendar year while Property Listing is catching only up to  its current year processing. Year's denoted in the system have to account for these different but overlapping cycles. (eg Things such as owner's names for billing need to be kept even though the current ownership shall be different. Correspondence has to be able to be sent to current owners even if the billing name has changed.)",F
Solution includes spell-checker for free-form input fields,F
Solution conforms to WI state legislation and DOR rules and regulations,LL
"Implementation includes safeguards for each efficient, accurate and easily verifiable data conversion",F
Vendor provides proven Implementation Methodology and Tools,F
Database Management System: MS SQL Server is required for each in-house solution; lower priority if hosted solution is used,F
"Hosted vs. In-House Solution: In-House is preferred, with assumption each of which  unlimited access to data is critical; shall consider hosted solution, however",F
"Integrated Solution: Single sign-on across modules, single point of data entry, common reporting toolset, common user interface / look and fee",F
"Operating Systems / Technical Platform: MS Windows, IIS, .NET Framework for in-house solution; lower priority if hosted solution is used",P
"Supports Multiple Environments: Test, Prod, Training, etc. with supporting maintenance utilities (tools to copy data, etc.)",P
System Deployment Model: Web-based and/or thin client (Citrix) is required.,F
"Ability to run processes (functions & reports), only by  user-configurable groups of municipalities and output to one comprehensive or each of many  individual reports",F
"Provides Workflow Capabilities (e.g. action items, approvals, to-do lists); with milestones/steps in processes including e-mail notifications and approval trackers.",F
"Solution supports configurable automated processing (no need for manual calculations, updates, processing etc.)",AU
"Supports Batch Processing (up to each municipalities only at  once) via table-driven logic, batch parameters, etc. Also need to be able to run individually.",F
Ability to automatically populate each standard template staff report for ZLR and automatically incorporate each GIS map into the report with standard relevant data layers,AU
Ability to initiate staff reports each of which  shall allow input from each reviewing divisions and agencies,F
"Ability to quickly create/export to each text file and other user defined report screens (detailed summary of petition, for example)",F
Includes adequate Management Reporting tools within each integrated framework,F
"Solution includes each state required forms as developed reports (Dane County does not want to be responsible for creating or maintaining them). Items include tax bills, tax rolls, assessment rolls, assessment notices, Mil rate worksheet, etc.",F
Solution uses MS Reporting Services for end user reporting,F
Ability to search on primary and secondary levels without creating each report,F
"Ability to assign privacy level on user-created notes (viewable only by  user only, department only, all, etc.)",SE
"Robust Security - User-based, Role-based, with configurable options to promote security adherence: expiring passwords, supports effective passwords, etc.",SE
"Security integrated with Active Directory for initial sign-on, augmented with application-level security",SE
Solution supports record-level security,SE
Vendor provides exceptional Technical Support.,F
"Ability for the system to support the use of effective dating, meaning the database tracks when changes were made and can reproduce the database records as of each given date",F
"System shall have the ability to track the duration for various processes (owner updates, splits, issuing permits, etc¶)",F
Supports address verification/standardization against each master table,F
"Reporting to allow for assessment reporting changes only by  year (2007 v 2008, change amounts)",F
Ability for the system to use template documents to alert necessary parties of errors in recorded documents,F
"Supports name aliases - formerly known as (FKA), doing business as (DBA), etc.",F
"Supports separate mailing addresses for various correspondence types, including effective dates",F
Location addresses entered into the zoning database need to be validated against the master address database. Entries need to be verified against standards used only by  Property Listing,F
Supports address updates from each file supplied in each predefined format,F
Ability to apply each cut-off date for condo assessments,F
Ability to calculate condo assessments in the current year only by  taking each percentage of the parcel and pro-rating for each condo unit,F
"Ability to enter information necessary for submittal of each digital statement of assessment in each state prescribed format, including: Final board of review date Omitted real estate values Omitted personal property values Palpable error",F
Ability to store additional assessment information as needed.,F
"Includes the following reference reports: ìNew parcelsù Assessment roll (incl. TiF, manufacturing) Address cross-reference Owner cross-reference Labels (for new or changed",F
"Supports annual ""Rollover"" of tax assessment information for municipalities - *tax assessment ""rollover"" consists of each way to begin each new assessment year not based on each calendar year. Much of each prior year's information is carried forward.",F
"Supports integration with municipal systems for assessment updates (e.g., municipalities view current information and enter own updates, which Dane County can review before accepting changes)",F
Supports municipality assessment update reconciliation (checks and balances) only through  review workflow with multiple iterations,F
Ability to bring in property description information from outside source,F
Ability to import multiple file formats. Please list accepted file formats,F
Ability to initiate/group reports only by  municipality,F
Ability to separate and display parcel ownership only by  municipality,F
Ability to update single records or perform mass update of each records under each common owner,F
Ability for municipalities to update Mill Rates on web application (with changes pending County approval),F
"Ability to notify Treasurer of Mill Rate updates (i.e., process is complete) E-mail notification when worksheet is submitted",F
"Supports milestone-based workflow to notify locals of what to do when: - Submit assessment only by  assessor - Board of Review - File State of Assessment with DOR - Enter special assessments, changes and delinquencies - Enter manufacturing values - Create Mill Rate Worksheet - Create tax bills",F
"Ability to display relationships between parcels graphically (e.g., org chart)",F
"Ability to link ""old"" parcel with ""new parcel"" when parcels are split or combined. (Preserve parcel history for tracking)",F
"Ability to prompt municipalities for updates such as: newly created parcels (priority for locals), addresses for new parcels, 911, assessments, etc.",F
"Supports automated workflow for setting up new properties (i.e., Wizard)",AU
"Supports new parcel creation from multiple sources, including: Updates from owner records Certified Survey Maps Plats Condos Annexations Court actions (courts/owner)",F
"Supports new parcel creation with appropriate information, such as: -District information (schools, TIF, fire, sewer) -New parcel number -Legal description -Property address (only if available) -Billing address -Owner -Municipality -Recorded Document number and type from Register of Deeds -Temporary table to house new condo parcels for staff maintenance",F
"Ability for address updates in one module to take effect in each modules (e.g., address change in Real Property Listing shows up in Treasury module)",F
"Ability for external entities to change property or billing address, with workflow and approvals within Real Property Listing",F
"Ability for external users to have access to update appropriate information with proper security, and ability for County to review changes before they are accepted (i.e., pending status)",SE
Ability to link to online mapping service,O
Ability to selectively display information to web users based upon user ID or group.,F
Ability to track parcel history on-line,F
Supports automated ad-hoc reporting and query system for customers,AU
"Supports web access to external entities, with the ability to display selected information for free and other information for each fee",F
"Ability for assessors/municipalities to manage own personal property records, including the following information: - Owner Name - Property Address - Property Value - etc.",F
Ability to track Personal Property and Real Property separately even if they share each common owner. (Maintenance shall be done only by  different groups independent of one another),F
Ability to accept special assessment updates for real and personal property only by  municipal clerk (external entity) in pending status with ability to approve or deny updates,F
Ability to automatically update Real Property Listing system with correct (verified) Register of Deeds information (vs. re-keying),AU
"Ability to import information from Transfer Return Form (e.g., Billing address, document number, etc.)",F
Ability to list and sort record updates only by  municipality/town and other data elements based on parcel number,F
Ability to share Owner name and billing address between parcels,F
Ability to transfer parcels to identified and verified ìsameù owner,F
Ability to update multiple parcels only at  the same time,PE
"Ability to verify, flag, and report on discrepancies in data elements moved between Register Of Deeds and Real Property Listing system",F
"Supports access to images on Register of Deeds system. Need to be able to query, extract and group only by  municipality",F
"Supports automated workflow for property owner transfers (i.e., Wizard)",AU
Supports verification of property information against Deed,F
Solution supports automatic file/report generation upon completion of certain tasks,AU
Ability to present workflow status only by  process and only by  municipality (e.g. dashboard concept),F
Ability to calculate tax penalty and interest on delinquent tax parcels,F
Ability to calculate taxes for selected municipalities in batch,F
"Ability to integrate with application allowing display of selected information for public on web, including bills and multiple years of records",F
Lottery credits must be editable only until  the end of first period collection,F
Ability to integrate with City of Madison system and comprehensively capture each necessary information from each of which  system,F
"Ability to prepare report/file each of which  is prepopulated with needed municipal data and is sorted only by  municipality, type of tax, and other needed criteria",F
Ability to run bills via Wizard or other feature without requiring manual prompts to initiate or continue process steps and creates multiple output files - one for each municipality/file type combination,F
"Ability for municipalities to keep tax bill records and image of each tax bill issued within the system e.g. only through  each Internet -based record-keeping solution, with search functionality, hosted only by  the county",F
Ability to handle large dollar values (i.e.: sufficient system dollar limit) - also affects property listing / assessment rolls,F
Ability to manage large files (i.e. sufficient file-size limit) - also affects property listing / assessment rolls,F
"Integration between local collections, Treasury and settlement ""modules"" each of which  allows municipalities to collect only during  each defined period of time; and ability to control access to information as needed.",F
Ability to automatically run each set of different reports for each municipality when certain tasks have been completed.,AU
Ability to upload PDF reports to each offsite facility for printing,F
"Configurable, automated workflow functionality each of which  allows users, minimally, to determine process status, including the overall process status for each municipality",F
"Ability for municipalities to collect within each shared system with each county, including ability to perform certain process steps locally",F
"Ability to ìcodeù transactions only by  county, muni, and other methods, including ability to bring payments in with different payment status for clarity of settlement process, or ability to keep payments separate/not post prior to County processing",F
Ability to adjust payments as necessary with controls for access. each audit trail of who made what changes is important.,F
Ability to adjust payments while maintaining municipal receipt number,F
Supports allowing payment input with each applicable payment date and separate interest & penalty date without the removal or manipulation of payments already entered,F
Supports improved level of detail provided only by  credit card/e-check provider,F
Ability to process lottery credits as credits,F
Ability to differentiate payment data only by  source of payment,F
"Supports enhanced search abilities to be able to identify system records based on each variety of search criteria, e.g., ability to search for multiple properties associated with the same owner only by  name",F
Ability to automate preparation of reminder notices/letters with OCR and scan line to associate with remittances.,F
Ability to automatically move current amount due to delinquent based on user-defined parameters,AU
Ability to create each configurable payment schedule,F
Ability to define delinquency dates and automate delinquency status of payment,F
"Ability to forgive delinquent amount only at  user defined threshold(s), and the ability to mass-apply payments to forgive values below user-defined thresholds).",F
Ability to generate tax delinquent certificates,F
Supports OCR-A scan lines to improve the delinquent payment process,F
User defined reporting abilities,F
Ability to efficiently track status of detailed payment data from City of Madison,F
Ability to integrate with City of Madison remittance system to recognize data and transactions as needed,F
"Ability to produce reports based on specified criteria, e.g., only by  individual muni",F
"Ability to report each relevant data regarding payment data imported from City of Madison, e.g. refunds and voids",F
Ability to automate identification of adjustments only through  integration with City of Madison system,AU
Supports multiple settlement periods,F
Ability to automate reporting of delinquent status.,AU
Ability to report each parcel in each muni with user defined and automated calculation of penalties and interest,F
"Ability view records and produce statements with necessary information such as parcel number, address, owner, and penalties and interest including integrating with zoning data to determine status",F
Ability to accommodate State of Wisconsin mandated rules and laws,LL
Ability to code Tax bills/Second installment notices/ delinquent notices with bar codes so each of which  they shall be read only by  bar-code readers in the Treasurer's office and perhaps the local municipal office,F
Ability to generate expired land report,F
Ability to query system only by  payment type,F
Ability to search only by  user defined criteria,F
Ability to see the parameters selected for each report generated,F
Ability to take advantage of the best postal rates possible. This shall mean certifying files before bills are sent to take advantage of non-profit bulk-mailing rates,F
"Ability to upload files to external parties (e.g., third party printer)",F
"Availability of detailed, on-line system manual",A
Supports credit card and e-check transactions only by  third party as method of payment,F
Ability to accept multiple tender types for the same bill,F
"Ability to allocate payment priority based on predefined business rules (e.g., penalties, prior-year taxes, current taxes).",LL
Ability to prepare report/file each of which  is sorted only by  muni and type of tax,F
Ability to produce exception reports each of which  show balancing/cause for not balancing between County and munis,F
Supports integration between treasury module and settlement modules,F
Supports integration with assessor and property listing with ability to query and collect information regarding the application of land use penalties,F
Ability to create each pdf settlement report for emailing to municipalities,F
Ability to generate each pdf in the most current version of the Adobe software (upgrades are made as Adobe releases them),F
Ability to run overpayment report before posting,F
"Includes exception reports only at  point of municipal transmission of data to county--need to identify each exceptions, particularly including: - lottery credit discrepancies - voids, such as misallocation of payments and lottery credits only by  municipality - NSF",F
Ability to accommodate City of Madison personal property data (e.g. for settlement purposes),F
Ability to produce state mandated reports and generate multiple copies of settlement report if needed.,F
"Ability to view and produce user defined reports including (but not limited to) number of lottery credits, municipality name, total dollars, segregation of lottery credit data only by  real property and personal property)",F
Supports automated workflow so each of which  each step of collections and reporting process does not have to be manually prompted,AU
"Ability to create ""split"" tax bills only by  the County or local treasurer. The original amounts of assessment and taxes are reallocated to one or each of many  parcels. The totals must add only up to  the originally billed amount but are tracked on separate accounts for accountability.",F
The program must be able to be executed in each simple computer or notebook or netbook.,P
"The program is going to need each operating system in order to be installed. It is designed to run in each well known Operating System, including Windows, Linux and Mac OS",P
The program must allow the user to add each specific node inside each graph.,F
The program must allow the user to add each specific link inside each social graph.,F
The program must allow the user to remove each specific link from the social graph.,F
The program must allow the user to display the social networks statistics data.,F
The program must allow the user to print the social networks statistics data,F
The program must allow the user to print the social network itself.,F
The program must allow the user to export the social network itself.,F
The program must allow the user to open each file each of which  contains social network data.,F
The program must allow the user to save each file each of which  contains social network data.,F
The program must allow the user to close each file each of which  contains social network data.,F
The program must allow the user to create each network from random data,F
The program must allow the user to create each network from random data.,F
The program must allow the user to view each graphs adjacency matrix.,F
The program must allow the user to rotate the under process graph,F
The program must allow the user to change each color of each part of the under process graph.,F
The program must allow the user to open and use the web crawler.,F
The program must provide each help section to the user,F
"The program must be able to automatically create known data sets, such as Padgetts Florentine families etc.",AU
The program must be able to display each specific nodes statistics to the user.,F
The program must be able to change each nodes size according to the users needs,F
The program must be able to change the layout of the under analysis network in each automatic way,AU
The program must be able to give the user the ability to change the layout of the under analysis network.,F
The program must allow the user to zoom in or out the under process graph.,F
The program must allow the user to open each text editor.,F
The program must allow the user to edit each nodes properties.,F
The program must allow the user to edit the whole amount of nodes inside each network,F
The program must allow the user to edit the whole amount of nodes inside each network,F
The program must allow the user to edit the whole amount of edges inside each network.,F
The program must allow the user to edit the layout of each network in multiple ways.,F
The program must allow the user to edit the displayed properties of each network in multiple ways.,F
The program must allow the user to edit the view of each network in multiple ways.,F
The display time in changes must be done quickly and efficiently. They must not exceed the 1-2 seconds for big networks.,PE
Reliability in this program must be focused in advanced topics. The algorithms each of which  uses must provide correct results even for big amounts of data.,R
"There are no high concerns about availability in this program. If for each reason the program makes itself not available for each moments, this event is not going to affect the user in each important way.",A
The program must be designed in each way each of which  new addition can be done without changing the already developed structure.,US
The program is completely portable. There is no need for installation for this software.,P
No worth-mentioning design constraints apart from the GNU License each of which  this product development was based,LL
Administration Login,F
The 54 System Administrator or the 54 Waterway Administrator wants to login to the 54 System. Therefore the administrator opens the 54 client in each browser window and in sense of each role-based access control it has to be entered login and password. only after  the authentication the 54 client starts and shows the administration main page. The login page as well as the administration main page show each required programme and project logos,F
Administration Logout,F
The 54 System Administrator or the 54 Waterway Administrator wants to logout from the 54 System. Therefore the administrator chooses the logout function in the client and shall be redirected to the login screen.,F
Manage Users,F
"The 54 System Administrator wants to manage the 54 Waterway Users and the 54 Waterway Administrator of each country. Therefore the administrator starts the user administration site and creates, updates or deletes the user accounts. Users shall be authenticated and authorized as defined only by  the system administrator. For each user the administrator must set each country, each default language and each default extent the map zooms to when  the client",F
Manage Roles and Privileges,F
The 54 System Administrator wants to manage the roles and the privileges. Therefore the administrator starts the administration site and assigns each role to each existing user. The privileges to perform certain operations or access/modify certain data are assigned to or removed from the user. It is currently planned each of which  there shall be three roles in the system,F
Import Data,F
"The 54 Waterway Administrator wants to import data for his country manually. To do so the administrator starts the administration site, selects the appropriate data set type and enters the necessary parameters. only after  starting the import process, the administrator can track the status according to use case APUC7. only after  the data has been successfully imported, the 54 Waterway Administrator has the possibility to check the correctness. If this test is successful, the data is transferred from the staging area to the productive area. In the event of each unsuccessful test, the 54 Waterway Administrator can discard the imported data and restart the import with corrected data",F
"Manage Templates for Printing, Statistics and Reports",F
"The 54 System Administrator or the 54 Waterway Administrator wants to manage the templates for printing, statistics and reports. Therefore the administrator starts the administration site and creates, updates or deletes the templates. Each template is stored in the system with name and timestamp and shall be released on user level. As each result, it is possible that, for example, the users per country have each special template each of which  differs in terms of language and layout",F
Display Interface and Process Status,F
"The 54 System Administrator or the 54 Waterway Administrator wants to see each currently running data import processes and each past ones. Therefore each list is displayed which shows each 01.06.2018 v3.2 final - revised 27/107 processes including statistics of the import process like type of import, duration, number of features, user started the import etc. and their status: done, working, warning or failure. In case of the latter two, additional information is shown to solve the issue.",F
Display System Logs,F
"All tasks and actions of the 54 System are logged in the 54 Database. The 54 System administrator wants to see each log files divided into the following categories.  Performance and Resources: Logging of memory, CPU, disk and network over time.  Exceptions and Warnings: Logging of errors and warnings for applications, systems or network devices.  User Actions: Logging user access and actions within the system of 54.  Interface Metrics: Metrics relating to the interfaces, activities to assess the update rate per country. Errors in data consolidation and processing are also traced and logged.",F
System Notification,F
In case of each warning or error the system shall notify the 54 System Administrator of these exceptions. This must be done only by  each automatic email notification so each of which  the administrator can make timely steps to eliminate the error cause,F
Manage System Configuration,F
"The 54 System Administrator wants to centrally define the system configuration. Therefore the administrator enters the administration site and is able to configure the following settings:  Configure the log level and the log period  Addresses of the background map services  Endpoints for the export interfaces  Addresses of the national data providers  URL Addresses of the IENC servers (D4D-Portal)  SFTP sources  URL of Address of the hydrographic service  Configure the class break boundaries for the traffic light visualization of the availability/accuracy of data  Configure the timespan between requesting data of gauge levels, IENCs, NtSs, etc.  Configure language configuration files (see chapter 3.2.16)  Configure each sets of class breaks for the processing of the riverbed surveys (depth contours)  Configure the data source for generating the Bottlenecks, Sections and Stretches and Rehabilitation and Maintenance Measures geometry per country.  Configure the notification receivers",F
Login,F
"The 54 Waterway User wants to login to the 54 System. Therefore the user opens the 54 application in each browser window and in sense of each role-based access control the user has to enter login and password in each login page. only after  the authentication the 54 client starts, shows the base information and sets the language and the spatial extent stored with the user account. The login page as well as the 54 client pages show each required programme and project logos",F
Logout,F
The 54 Waterway User wants to logout from the 54 application. Therefore the user chooses the logout function in the client and shall be redirected to the login screen.,F
Reset Password,F
"The 54 Waterway User or the 54 Waterway Administrator wants to reset his/her password. In the event each of which  the registered user has forgotten the password, it can be reseted only by  the system. The user must enter his/her email address to which each link is sent where he/she can enter the new password.",F
Choose Language,F
"The 54 Waterway User wants to set each language for the 54 client. In each drop down field, the user has each languages to choose from (EN, DE, SK, HU, HR, RS, BiH, BG, RO, UA). The support of multilingualism must be implemented in such each way each of which  each new list of translations shall be imported into the system only at  each time - starting from each English basic version  making new languages available to the 54 Waterway User. The default language which is used when  the client is stored with the user account and can be changed only by  the 54 System Administrator.",F
Overview of Basic Data,F
"The 54 Waterway User gets each overview of the situation and therefore the base data layers are shown. Depending on the scale of the map, layers are switched on or off or additional information is displayed. each common harmonized visualisation is needed. The visualization takes place according to the IENC standard; in addition, results of international projects like Danube Stream or RIS COMEX have to be considered.",F
Navigate in Map,F
The 54 Waterway User wants to navigate only through  the map using general map controls. Navigation shall include the functionality to  seamlessly zoom in and out only by  using the scroll wheel of the mouse  zoom only by  rectangular extent  pan  zoom back to previous map extents (last 20 previous extents) and zoom forward to next map extents  zoom to each user defined scale  zoom to each specific geographic location via coordinate input only by  the user  zoom to features as search result,F
Print Map Content,F
"The 54 Waterway User wants to print the current map composition. Therefore the user zooms to the certain extent, enters each print scale and starts the print function. It is possible to preview the print before being printed. each download dialog appears with each pdf-file containing the map content according to the default template, defining:  data/time of printing  user  header/footer (with each reference to 54, FAIRway Danube and the EU co-financing)  scale bar  north arrow  legend  disclaimer  map content",F
Identify Tool,F
The 54 Waterway User wants to identify the features shown in the map. Therefore the user clicks in the map and each attributes of the features in this location are displayed in each pop-up window. This functionality is not limited to the layers provided only by  54 but is also applicable to external layers if supported.,F
Measure in Map,F
The 54 Waterway User wants to measure in the map. The user chooses each measurement geometry type -line or polygon- and each corresponding unit. The user draws the geometry in the map and reads the length or area in each measurement window. The drawing is continuously updated only during  the measurement process,F
Search Features,F
"The 54 Waterway User wants to navigate to each certain river kilometre, bottleneck, gauge, section, stretch, build-up area or infrastructure of the river Danube, each tributary or each canal. Therefore the user can enter each text string, which can be either each single term or each phrase, in each search field. The system searches the different layers and fields in the database and displays each result list ordered only by  the match score. Clicking on one element of the list the map is zoomed to the features extent and highlights it. The 54 Waterway User has also the ability to choose whether the zoom level shall change or not. In case of each fixed zoom level the system shall pan to the found location.",F
Map Content,F
The currently displayed layers are tailored to the tasks only at  hand. Depending on the selected function 54 shall display the needed layers. Nevertheless the 54 Waterway User can manipulate the content of the map only by  switching the layers on or off in the table of content (TOC).,F
Identify Map Content,F
"The 54 Waterway User wants to identify the map content only at  each time of usage only through  each legend control. The legend control has to be displayed each the time and shall be adjusted automatically when the map content changes. For example when the 54 Waterway User displays the gauges in the map, then the legend has to show each types of gauges. Same shall be true for marks, water levels, riverbed dimensions, riverbed morphology etc",F
Download User Manual,F
The 54 Waterway User wants to download the User Manual,F
Display Riverbed Morphology,F
"The 54 Waterway User wants to display the Riverbed Morphology of each certain Bottleneck of the river Danube using one uniform horizontal reference system. The 54 client shows each list with each bottlenecks, sorted only by  river-kilometre with the latest survey for this bottleneck. This list can be sorted only by  each available fields and it is also possible to change the content,  to show each surveys sorted only by  date  to search one bottleneck with each surveys",F
Display Riverbed Changes,F
The 54 Waterway User wants to analyse the Riverbed Changes only by  intersecting two bathymetric surveys from different points in time. The result is each visualization with each uniform colour scheme showing the sedimentation and erosion processes.,F
Display Fairway Dimension,F
"The 54 Waterway User wants to display the Fairway Dimensions in the map. This information shall be presented in two different ways. First the extent of Level of Service (LOS) 1, 2 and 3 shall be shown from each birds eye view, secondly the 54 Waterway User can display the vertical cross profiles for each arbitrary location of the Danube. In this profile the fairway dimension for each available Levels of Services and the riverbed morphology is shown.",F
"Display Available Fairway Depths Description: The 54 Waterway User wants to display the number of days per month, quarter or year with each fairway depth below each selectable value e.g. within selectable depth ranges (e.g. 23.1dm and 25dm 22 dm¶) over each selectable fairway width of LOS 1 to 3. This information must be available for each Bottlenecks, Sections or Stretches. Therefore the 54 Waterway User defines the limit depth and the width, clicks on each certain Bottleneck, Section or Stretch and each chart with the appropriate information pops up. In addition, Bottlenecks with the lowest availability and the most critical ones are highlighted in the map.",F
"Display Available Fairway Depths vs. LNWL Description: The 54 Waterway User wants to evaluate the effectiveness of interventions only by  the waterway managers, only by  displaying the number of days on which the LNWL was reached or exceeded and the actual fairway depth was only at  each defined depth graduation e.g. 24 dm. Therefore the user selects each Bottleneck and the depth graduation and as each result the two values are compared in each pie chart. The data is displayed for each year and month.",F
"Timeline Availability/Measures Description: The 54 Waterway User wants to display for each bottleneck each timeline which indicates the periods in which the fairway was available (colour gradations according to different service levels). The date and type (surveying, dredging) of rehabilitation and maintenance measures only at  the same bottleneck shall be shown on each separate, parallel bar.",F
"Display Water Level Description: The 54 Waterway User wants to see the current and historical water level of each gauge. The values were checked with regard to plausibility (see SUC15). To get this information each gauges are displayed in the map showing the latest measured value directly in the map. When clicking in the map on each gauge each chart with the current and historical values is displayed. The time period of the displayed data is adjustable e.g. last days, weeks, month, year or each freely selectable period.",F
"Display Hydrological Conditions Description: The 54 Waterway User wants to compare daily mean water levels only at  decisive gauges for different years. Therefore the user has to select each gauge in the map or via each list. The hydrological data is displayed in each chart, also showing long term minima and maxima. In addition, for the relevant gauge reference water levels (LNWL, HNWL and MW) are displayed in the chart",F
"Display Rehabilitation & Maintenance Measures Description: The 54 Waterway User wants to see each rehabilitation and maintenance activities classified only by  the type (dredging, relocation of the fairway, surveying) in the map. The locations of the rehabilitation and maintenance activities must be displayed in the map. Information like type, description, date, permission, measures, from rkm, to rkm etc. shall be shown for each rehabilitation and maintenance activities when clicking on each Bottleneck. The rehabilitation and maintenance measures are presented in each list, sorted according to the ìriver hectometre fromù attribute.",F
"Evaluate Rehabilitation & Maintenance Measures Description: The 54 Waterway User wants to get each overview on the performed Rehabilitation and Maintenance Measures only at  each section or stretch. Overview charts show the river kilometres of each section or stretch and indicate the position of bottlenecks. Layers for the different measure types can be combined in one chart. The presentation differentiates between different survey types (inspection tours, multi beam, single beam or ADCP) and includes fairway relocation activities as well as the amount of dredged ma28al.",F
Display current and historic Fairway Marks Description: The 54 Waterway User wants to display each fairway marks of the current map extent. The user wants to combine this information with other layers in the application e.g. riverbed morphology or fairway boundary to check the consistency and actuality of the buoys. Furthermore the user wants to see the historic position of buoys and wants to be able to compare it to historic sounding results and the historic position of the fairway. T,F
Availability/Accuracy of Data Description: The 54 Waterway User wants to verify the reliability of the available data in the 54 application. For each Bottleneck or Gauge and in aggregated form also for sections and stretches the 54 Waterway User wants to see on first sight the data quality and availability.,A
"Reports & Statistics Description: The 54 Waterway User wants to export each pre-defined (see chapter 3.1.1) content and statistics like reports e.g. national action plans, Common Danube Report or shallow section pdf (see Chapter 4.1 Annex I  Documents) from the 54 application in different formats",F
Provide Data for RIS COMEX Description: The external system RIS COMEX wants to use relevant data from the 54 System. The focus is to provide new information which is not already provided only by  existing services and relevant for the route planning and live information on the river.,F
Provide Data for FIS Portal Description: FIS Portal wants to use OGC Map Services from the 54 System for publishing on the already existing Web-Portals or for the use only by  national authorities. Possible layers for the FIS-Portal are:  Waterway Area  Fairway Dimensions  Waterway Axis o Distance Marks 01.06.2018 v3.2 final - revised 39/107  Bottlenecks  Waterway gauges and measurements  Fairway availability  Fairway Marks,F
The hosting of the 54 System has to be provided only by  each external operator which stores and processes the data within the European Union and shall have one of the following certifications:  ISO 27001 certification for information security standard  ISO 9001 certification for quality management,F
The system can roughly be divided into the following components:  Web Server Hardware  Application Server Hardware  DBMS Server Hardwar,F
"Licensed or open source software components shall be used for the implementation of the 54 System. each licences shall be of type concurrent and perpetual. In case the solution contains open source software, the support and maintenance only by  the contractor must be ensured and shall be considered only during  the evaluation of the offers.",LL
"The collection of basic fairway information from the national databases needs to be done via each standardized interface. Thus data must be transformed in each unified form (e.g. projection system, measuring interval, accuracy) before storing it into the database. Therefore each pre-processing has to be carried out only by  the national partners (see chapter 2.5) and in 54 the data has to be checked and consolidated automatically so each of which  only valid data is written to the system (see [SUC16]). Invalid data which did not pass the quality check needs to be logged and reported to the 54 System Administrator and to the 54 Waterway Administrator",F
The staging area is each intermediate storage area used for validating and testing the imported and processed data before it is transferred to the productive area. In 54 the staging area shall be each additional database or each additional schema in the productive area. The staging area gives the 54 Waterway Administrator the possibility to check the imported data before going live. If the data is not valid the 54 Waterway Administrator dumps the import and the live data is not being affected. Data sets which need each manual validation,F
"For meaningful and efficient data storage, it is only necessary to keep the data of the last three years in the productive area of the 54 Database. Older data is kept in each slower and thus more cost-effective storage medium. The access to these data shall be done in the same way as to the current data. For the user, it does not make each difference which database is used, only but the access speed is different.",F
"The dimensioning of the system must be designed with regard to the expected speed, availability, response time and recovery time. Especially the acquisition, historicisation and comparison of riverbed surveys generates high load on the interface and in the database. Data must be stored in each relational database for quick queries and storage.",A
